player_hand,dealer_hand,is_soft_hand,is_pair,Action,Q-Value
12,1,True,True,dd,1.4723744475666982
12,2,True,True,st,0.19600999999999996
12,3,True,True,dd,0.697879437811397
12,4,True,True,st,0.48420830699
12,5,True,True,st,0.19600999999999996
12,6,True,True,h,0.25114445172979927
12,7,True,True,h,0.2658966566556129
12,8,True,True,h,0.32448336328182537
12,9,True,True,sp,0.42594024592905366
12,10,True,True,h,1.4555395220332779
13,1,True,False,h,0.2453229886528026
13,2,True,False,h,0.32772720471638334
13,3,True,False,h,0.7784852506589449
13,4,True,False,h,0.657496625695421
13,5,True,False,h,0.4709216054966255
13,6,True,False,h,1.1955773997285812
13,7,True,False,st,0.26737778102641463
13,8,True,False,st,0.78126800699
13,9,True,False,h,1.244939634808468
13,10,True,False,dd,1.6810044522533725
14,1,True,False,h,1.085812924359385
14,2,True,False,h,0.31319603455671613
14,3,True,False,h,0.3812340639853852
14,4,True,False,h,0.667980775114333
14,5,True,False,dd,2.2024460876196303
14,6,True,False,st,0.866779876650899
14,7,True,False,h,0.729060426991263
14,8,True,False,h,0.6193522717766757
14,9,True,False,h,0.3687543070806484
14,10,True,False,h,2.873341454992456
15,1,True,False,h,0.5619896931382093
15,2,True,False,h,0.3315762017367985
15,3,True,False,h,0.7742299512155457
15,4,True,False,dd,1.9085988749647844
15,5,True,False,h,0.4736233257237441
15,6,True,False,st,0.9734553269201
15,7,True,False,h,0.4974279908660857
15,8,True,False,h,0.866945307967645
15,9,True,False,dd,1.889222579876599
15,10,True,False,h,2.802758024625355
16,1,True,False,sr,0.1
16,2,True,False,dd,2.3838528633156284
16,3,True,False,dd,1.918801013976827
16,4,True,False,h,0.866328974534907
16,5,True,False,dd,0.5138882101257867
16,6,True,False,dd,1.0062492829590945
16,7,True,False,dd,2.655434593612472
16,8,True,False,h,0.4773210516779307
16,9,True,False,h,0.6228416726056649
16,10,True,False,h,1.5678789457891673
17,1,True,False,sp,0.1
17,2,True,False,h,0.5880135386514568
17,3,True,False,h,0.7186330638666607
17,4,True,False,h,0.1
17,5,True,False,h,0.8490737994728941
17,6,True,False,st,1.3663190310703481
17,7,True,False,dd,2.9928500543327416
17,8,True,False,h,0.8718417835727041
17,9,True,False,h,0.4445063978262759
17,10,True,False,h,1.3991008839895651
18,1,True,False,st,0.17287476291439002
18,2,True,False,h,0.7908781351416992
18,3,True,False,st,0.5709042649143901
18,4,True,False,h,0.6542728673710028
18,5,True,False,h,1.1009311285375107
18,6,True,False,dd,2.271983847988877
18,7,True,False,st,2.2241167005805043
18,8,True,False,h,1.4323540420827052
18,9,True,False,h,0.17071606887359594
18,10,True,False,h,1.8663568365059486
19,1,True,False,h,0.8443444342826643
19,2,True,False,dd,2.165974533121413
19,3,True,False,st,1.3209403328794458
19,4,True,False,dd,2.6785299248709156
19,5,True,False,st,2.4993606351374775
19,6,True,False,st,1.163720773650899
19,7,True,False,st,1.4338279720755462
19,8,True,False,st,2.3073623071916707
19,9,True,False,st,0.7643761431623937
19,10,True,False,st,1.8273529889246922
20,1,True,False,dd,2.795116658915248
20,2,True,False,st,2.615898724897332
20,3,True,False,st,1.6220067750755462
20,4,True,False,st,1.8210067750755463
20,5,True,False,st,1.544174046093691
20,6,True,False,dd,3.5410129507638746
20,7,True,False,st,1.796579937251543
20,8,True,False,st,2.083768740251543
20,9,True,False,st,2.730508404755918
20,10,True,False,h,3.8987218716398893
21,1,True,False,st,6.603220530554461
21,2,True,False,h,1.8462928318607013
21,3,True,False,st,8.111714394306938
21,4,True,False,st,7.761506567340731
21,5,True,False,dd,4.076399997489343
21,6,True,False,h,3.1479213995612754
21,7,True,False,st,11.107956045569564
21,8,True,False,h,4.4368572068905
21,9,True,False,st,8.132322035665663
21,10,True,False,h,7.386858227110376
