true_count,bet,Q-Value
-1.4,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.2,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.1,0,"[0.1, 0.1, -4.901000000000001, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.1,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -2.9866609356031013, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.0,0,"[-3.5600939187590015, 0.099, 48.0981, 0.1, 0.1, 0.1, 0.1, 0.1, -9.901, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.0,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.9,0,"[-18.057358829, 78.96185378821332, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -4.901000000000001, 0.1, 0.1, 0.1, 0.1, 0.1, -15.617654918759, 0.1, -9.901, 0.1, 0.1, 0.1, 0.1]"
-0.9,100,"[-9.901, 1.9151147592900002, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.8,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 23.568342955024896, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.8,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -9.901, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.7,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 99.00294250684139, -9.901, 0.1, 27.289349844141313, 0.1, 10.099000000000002, 0.1]"
-0.7,100,"[0.1, 10.076262352190001, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 20.099000000000004, 40.812108080011875, 0.1, 0.1, 0.1, 0.1, -9.901, 0.1]"
-0.5,0,"[-8.086193199999999, 0.099, -9.901, -8.42947663107311, -4.901000000000001, -4.901000000000001, -9.901, -9.865098099999999, -19.901, -16.81558894268831, -19.901, -4.901000000000001, -0.6176549187589997, 0.099, 30.57809319361126, 0.1, 0.099, -19.901, 0.1, -0.9820709999999986, 0.1]"
-0.5,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 119.13453422235412, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.4,0,"[141.00829885702177, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -4.901000000000001, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.4,100,"[28.629675190132296, 0.1, 0.1, -9.901, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -9.901, 0.1, 0.1, -4.901000000000001, 0.1, 0.1, 0.1, -4.5010900000000005, 0.1, 0.1, 0.1]"
-0.3,0,"[0.1, 0.1, -9.865098099999999, 0.1, 9.642027330241003, 0.1, 0.1, 0.1, 20.099000000000004, 16.10343881, 0.1, 17.652321796548105, -4.901000000000001, 0.1, -9.901, 0.1, 5.49891, 90.98473585547403, 0.1, 0.1, -3.47385929]"
-0.3,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 15.957118999999999, -14.33368639, 0.4989100000000002, 0.1, 0.1, -19.901, 0.1, -9.901, -9.901, 0.1, 0.1, 0.1]"
-0.2,0,"[-4.5010900000000005, 0.1, -4.901000000000001, -2.5019899999999993, -9.901, -19.901, 0.09729, 2.512849701554787, -16.889100805892, 4.958243859324966, -2.8694084821849692, -16.2957560356031, 0.5849019000000001, -0.6750855900000025, -2.0408080999999996, -7.039098099999999, 1.6880624166399194, 95.57149259781124, -28.901899999999998, 0.1, 0.1]"
-0.2,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -18.901899999999998, 0.1, 0.1, 24.382345081241006, 3.685404151000002, 60.099000000000004, 0.1, -4.528986579999993, 15.260317100000004, 0.1, -4.5010900000000005, 43.473780152135134, 0.1, 0.1, -9.901]"
0.0,0,"[-9.901, 0.1, 1.359906081241002, -19.901, -13.95271, -14.011884616348999, 0.1, 0.1, -9.901, -19.901, 15.617511004275112, 2.9609019000000005, -35.10271, 24.641948167072332, 135.42916322369993, 0.1, -15.259610000000002, 38.55560317728935, -8.10109, 0.1, 22.19124160237595]"
0.0,100,"[2.329906081241006, 20.584901900000002, 0.1, 0.1, 0.099, 0.1, -4.901000000000001, 26.498010000000004, 0.1, -16.7150981, 85.39516241128221, 0.1, 2.9609019000000005, 5.49891, -6.9885658533001305, 0.1, 31.33752192736782, 76.75529443387805, 0.1, 0.1, 0.1]"
0.2,0,"[-17.199300950999998, -9.999753188068993, -7.475825390000001, 0.099, -2.3478172899999983, -28.777258829, -30.40876739, -16.202962, -18.901899999999998, 23.934999224900004, 52.8972, -5.745902400101639, -9.901, 30.498161881000005, -17.952710000000003, -9.401900000000001, 80.78759516666254, -21.987560935603103, 0.1, -0.6767828770999986, -11.62032747759]"
0.2,100,"[-5.617654918759, 0.1, 0.1, 0.1, -9.901, 0.1, 0.1, 31.898910000000004, 0.1, -9.901, -45.459561754892, 35.49891, 2.79891, 0.1, 15.279136667727595, 0.1, 66.81584434873342, -2.222669143110693, 0.1, 0.1, 15.960001900000004]"
0.3,0,"[-18.901899999999998, -18.777258829, 4.764776064221508, 0.1, 0.1, 0.1, 2.7322136100000005, -5.165954554577279, 0.13490190000000002, 14.299369585492958, 0.1, 0.1, 0.1, -16.105236905892, 0.1, 13.3472, -9.901, -9.901, 0.1, -6.701990000000001, -9.901900000000001]"
0.3,100,"[0.099, 42.73221361, 0.1, -19.901, 30.098999999999997, 0.1, 0.1, 1.8989100000000005, 1.4849019, 53.06611657055642, 0.1, 0.1, -7.20109, 0.1, 0.1, 0.1, 31.388746318672702, -5.06278879759, 0.1, 0.4989100000000002, 30.465648366806896]"
0.4,0,"[-9.901, 0.1, 0.1, -4.901000000000001, 0.1, 0.1, 0.1, 34.382345081241, 0.1, 0.1, 4.672339162357901, 0.1, -4.901000000000001, 0.1, 0.1, 0.1, 67.64203250186395, 0.1, 0.1, 0.1, -0.6176549187589997]"
0.4,100,"[0.1, 0.1, 0.1, 0.1, 78.5840019, 0.1, 0.1, 0.1, 0.1, -2.1447858460999996, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -12.622184150905902, 0.1, 0.1, 0.1, 0.1]"
0.5,0,"[-26.485110460999998, 0.1, 0.1, -9.901, 8.910726010746355, 9.1501109, -2.176674365900002, 0.1, 65.64981182868577, -6.0641007751, -9.901, 0.1, 0.1, 0.1, -2.763544345642096, 0.099, 0.1, -16.046105851, 0.1, -19.901, 0.1]"
