true_count,bet,Q-Value
player_points,dealer_upcard,"[53.522372494370565, 15.660356973510506, 13.083758796627029, 16.51239835311074, 23.68605319032562, 26.96480424009056, 31.777911864730317, 28.93735685311971, 33.359611905266945, 39.74320858314014, 38.44465027410341, 40.16003977352217, 36.133717529674996, 36.477348095176154, 48.910063545588386, 52.17349732651167, 51.4148366845475, 59.52893277812602, 47.26283174206432, 51.084303095956265, 56.72600777632227]"
true_count,current_bet,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
