player_hand,dealer_hand,is_soft_hand,bet,Q-Value
4,1,0,0,0.0970299
4,1,0,1,-0.0010000000000000009
4,1,0,2,0.0970299
4,1,0,3,0.0970299
4,1,0,4,0.0970299
4,1,0,5,0.0970299
4,1,0,6,0.0970299
4,1,0,7,0.09801
4,1,0,8,0.09801
4,1,0,9,0.09801
4,1,0,10,0.09801
4,1,0,11,0.09801
4,1,0,12,0.09801
4,1,0,13,0.09801
4,1,0,14,0.09801
4,1,0,15,0.09801
4,1,0,16,-0.0010000000000000009
4,1,0,17,0.097119
4,1,0,18,0.09801
4,1,0,19,0.09801
4,1,0,20,0.09801
4,2,0,0,-0.0010000000000000009
4,2,0,1,0.09801
4,2,0,2,0.09801
4,2,0,3,0.09801
4,2,0,4,0.09801
4,2,0,5,0.09801
4,2,0,6,0.09801
4,2,0,7,0.09801
4,2,0,8,0.097119
4,2,0,9,0.09801
4,2,0,10,0.09801
4,2,0,11,0.09801
4,2,0,12,0.09801
4,2,0,13,0.09801
4,2,0,14,0.09801
4,2,0,15,0.099
4,2,0,16,0.099
4,2,0,17,0.099
4,2,0,18,0.099
4,2,0,19,0.099
4,2,0,20,0.099
4,3,0,0,0.09801
4,3,0,1,0.09801
4,3,0,2,0.09801
4,3,0,3,0.09801
4,3,0,4,0.097119
4,3,0,5,0.09801
4,3,0,6,0.09801
4,3,0,7,-0.0019000000000000128
4,3,0,8,0.09801
4,3,0,9,0.09801
4,3,0,10,0.09801
4,3,0,11,0.099
4,3,0,12,0.099
4,3,0,13,0.099
4,3,0,14,0.099
4,3,0,15,0.099
4,3,0,16,0.099
4,3,0,17,0.099
4,3,0,18,0.099
4,3,0,19,0.099
4,3,0,20,0.099
4,4,0,0,0.09801
4,4,0,1,0.09801
4,4,0,2,0.09801
4,4,0,3,0.09801
4,4,0,4,0.09801
4,4,0,5,0.09801
4,4,0,6,0.09801
4,4,0,7,0.09801
4,4,0,8,0.09801
4,4,0,9,0.09801
4,4,0,10,0.09801
4,4,0,11,0.09801
4,4,0,12,0.09209950099999997
4,4,0,13,0.09801
4,4,0,14,0.09801
4,4,0,15,0.099
4,4,0,16,0.099
4,4,0,17,0.099
4,4,0,18,0.099
4,4,0,19,0.099
4,4,0,20,0.099
4,5,0,0,0.09801
4,5,0,1,0.09801
4,5,0,2,0.09801
4,5,0,3,0.09801
4,5,0,4,0.09801
4,5,0,5,0.09801
4,5,0,6,0.09801
4,5,0,7,0.09801
4,5,0,8,0.09801
4,5,0,9,0.09801
4,5,0,10,0.09801
4,5,0,11,0.09801
4,5,0,12,0.09801
4,5,0,13,0.09801
4,5,0,14,0.09801
4,5,0,15,0.09801
4,5,0,16,0.09801
4,5,0,17,0.09801
4,5,0,18,0.09801
4,5,0,19,0.099
4,5,0,20,0.099
4,6,0,0,0.097119
4,6,0,1,-0.0010000000000000009
4,6,0,2,0.09801
4,6,0,3,0.09801
4,6,0,4,0.09801
4,6,0,5,0.09801
4,6,0,6,0.09801
4,6,0,7,0.09801
