true_count,bet,Q-Value
-2.0,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 76.39701380675014, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.8,0,"[82.15312417007974, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.8,100,"[0.1, 0.1, 49.35813876365969, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.6,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 301.6078715564379, 0.1, 0.1]"
-1.6,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 230.69451512021433, 0.1, 0.1, -19.901, 0.1, 0.1, 102.97931959621874, 0.1, 0.1]"
-1.4,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 410.33193321430485, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.4,100,"[340.8898866349618, 0.1, -20.48339527231596, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 246.73158913418024, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.2,0,"[468.9432169111101, 0.1, 0.1, 0.1, 34.20169997077818, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 83.03195451689268, 0.1, 0.1, 0.1, 0.1]"
-1.2,100,"[350.1967655422341, 0.1, 432.6537262731559, 0.1, 172.97705361281473, 0.1, 49.19779503803209, 0.1, 0.1, 0.1, 0.1, 36.686103082221116, 206.02525806306198, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.1,0,"[-4.901000000000001, 0.099, 635.8722230176749, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 36.686103082221116, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1]"
-1.1,100,"[448.74344398643626, -8.232967949882973, 641.8921471037373, 0.1, 580.0960351407253, -8.232967949882973, 26.079186558736858, 0.1, 0.1, 0.1, 0.1, 103.37927072288757, 45.044806055998805, 0.1, 0.1, 186.49864279342165, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.0,0,"[0.099, -19.901, 551.4711182933391, 0.1, 0.1, 0.1, 41.749385783853015, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -2.0509671154894678, 0.1, 41.83224611002507, 0.1, 0.1, 0.1, 0.1]"
-1.0,100,"[240.8727542750725, 0.1, 229.6348302752212, 0.1, 485.8087967601528, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 198.04983299180202, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.9,0,"[0.099, 51.04630244333959, 127.53424290778375, -1.9018999999999977, 643.8382059666218, 46.49327620310466, 39.07672981451936, 0.1, 0.1, 74.60642448379178, 0.1, 103.10433536875875, 0.1, 0.1, 0.1, 0.1, 0.1, 57.26813005977034, 0.1, 0.1, 58.24104740671504]"
-0.9,100,"[219.54145579824552, 36.57035513876731, 582.8793847817292, 0.1, 596.2221812755906, 73.01664186759201, 284.02806084426027, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 649.7804590057106, 0.1, 0.1, -9.901, 0.1, 0.1]"
-0.8,0,"[542.0690394024034, 0.1, 0.1, 0.1, 0.1, 54.068829115993346, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.8,100,"[25.558555002516403, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 18.3542426711133, 0.1, 0.1, 0.1, 0.1, 387.2370985464915, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.7,0,"[43.915447450256735, 65.42132733778755, 51.99221043756534, 60.14456490919295, 0.1, 92.9491020588354, 66.11549030804838, -9.901, 0.1, 0.1, 52.84285526199206, -4.535378290000001, 0.1, 0.1, 110.73483055359596, 660.7048907098425, 51.73934008025945, 42.634767452291506, 67.75747947562972, 0.1, 0.1]"
-0.7,100,"[522.9603219414872, -5.039124507100001, 239.50503956851384, 212.19229223701151, 661.5049803682775, 0.1, 555.3025748998913, 55.04448009251105, 0.1, 0.1, 427.81737332899377, 0.1, 0.1, 0.1, 0.1, 692.880687094819, 0.1, 58.382492434186965, 24.79586596426423, 55.92406545880991, 58.23311517489292]"
-0.5,0,"[89.80436051436675, 36.53580752246491, 91.56761561609667, 169.68440792942278, 103.29252436940949, 57.33427367505339, 152.39384179080767, 258.5866386558905, 41.10323220562605, 30.566654486172112, 130.91654859306914, 77.14511893141558, 114.5557558212218, 165.66790696529145, 53.37281839461887, 651.0084816468594, 126.08062400621154, 80.50254674380574, 137.85985651449124, 104.143515604307, 74.34151324226696]"
-0.5,100,"[746.518507746498, 143.9642858604515, 0.1, 49.39342483095657, 588.9950472512339, 30.098999999999997, 668.8053276358272, 0.1, 0.1, 79.26509841057499, 645.2770314023741, 0.1, 0.1, 0.1, 44.319207496374524, 629.8595216308186, -4.901000000000001, 58.382492434186965, 60.64912300996837, 338.8302785141205, 58.23311517489292]"
-0.4,0,"[656.2506154856492, 62.287483349071074, 44.692911502210485, 0.1, 86.1608678962227, 0.1, -9.707218751, 0.1, 0.1, 0.1, 112.49278273995662, 108.92708002601589, 65.42132733778755, 89.40144478023147, 82.05756389835003, 107.85576250204852, 0.1, -4.535378290000001, 47.442483139145274, 111.69956636498301, 136.22100997372752]"
-0.4,100,"[635.1267904309011, 0.1, 0.1, 0.1, 227.61258929193014, 0.1, 642.6529721111784, 0.1, 0.1, 0.1, 758.8944227467115, 0.1, 0.1, 0.1, 0.1, 629.9580274322999, 78.31574300594305, 0.1, 0.1, 313.607192082215, 0.1]"
-0.3,0,"[44.315300959732376, 148.2997641595527, 144.76648230978572, 249.46825875021023, 183.09877958813001, 147.5291210529638, 662.6452989023719, 158.0784382103281, 135.60117167343952, 0.1, 139.14761413906467, 59.822845872512076, 84.22317647925554, 151.33532743655368, 0.1, 115.27669710982146, 178.78902619568757, 84.14351560430698, 209.16356664846876, 60.06926028548527, 249.18208845955763]"
-0.3,100,"[0.1, 124.18569915712726, 111.44389204888827, 0.1, 158.10228353457538, 42.81621878260466, 671.1277282377131, 61.99944575710206, 1.7670320501170276, 65.48137328367406, 715.4696125498394, 0.1, 0.1, 117.63487440194942, 159.81503331023742, 631.7437531512967, 61.042316685628, -9.901, 68.71941807482526, 499.4726572956456, 53.75316172110545]"
-0.2,0,"[321.868356815349, 336.9743185089187, 346.10914121104986, 415.15234684145327, 375.59197404251705, 410.0533520412705, 267.7880684316793, 422.8840938694159, 395.68939194539746, 428.00636500027275, 616.9559480238398, 426.6238640514238, 377.3242788822903, 392.7576254041437, 395.092387040882, 373.80447467586373, 283.4846068350205, 371.8453579833168, 243.06835600988433, 424.4917814342429, 79.0257248987825]"
-0.2,100,"[638.4276800656318, 432.54681275970637, 258.83051910156826, 222.42969616378983, 273.75198342830424, 0.1, 709.753279255218, 247.31752244721395, 248.5870386695542, 277.62913304839174, 629.5850815816447, 0.1, 93.10078962108459, -6.057948620539001, 342.68967428243866, 588.212553999686, 409.1152662165191, 54.056016622939616, 208.14581340637318, 673.1988593713006, 118.07263176678765]"
0.0,0,"[321.91302571470976, 443.1579684101337, 311.82429015755787, 535.824274676337, 401.3821336270687, 419.94449732861517, 748.8052719008608, 352.04406012011634, 396.3058737944311, 450.1883832187655, 407.5163511498857, 372.4145178833859, 530.0030544621715, 267.2347153567927, 187.0649896099814, 263.70500142944275, 490.08092420014947, 432.2506755772632, 480.93637265003275, 481.72259378871735, 443.61182252468006]"
0.0,100,"[639.3677744320108, 656.7899670421684, 500.0512335587467, 571.0457872259008, 581.8923689670916, 241.12203339937352, 672.5683091406981, 417.358365556083, 581.09175359378, 309.69000937457827, 601.0157994628851, 180.36497549110177, 406.0021317821914, 199.48061325714497, 575.0211098155216, 634.5842978129149, 610.3468968157194, 138.31894201137712, 243.79133142171932, 738.6537346030967, 197.5150736027753]"
0.2,0,"[441.53755270350604, 359.6289312069597, 393.5015108669095, 304.2167087074452, 308.8158015348341, 305.13633014392406, 444.48994303319023, 336.93253975425637, 438.45910639614755, 366.37716651997334, 274.2645530930255, 250.83522643460987, 273.4975826940837, 438.1739066970639, 293.55021048745243, 528.5712353242261, 356.9131906534526, 380.25865825427815, 100.36485468386896, 678.296572508577, 370.22712070087925]"
0.2,100,"[535.5265249365401, 664.8805749480749, 194.59875420388576, 224.57596500395957, 169.33267605128094, 189.51081125891994, 646.6240095851813, 207.7155295491479, 409.18582714915135, 171.63465554049094, 677.5833388347017, 142.14718771429378, 384.10433555468694, 132.26522603926213, 640.1056027622882, 559.3678419910439, 708.727380544103, 125.01811930971874, 59.93823467450837, 685.453097159699, 205.019611200398]"
0.3,0,"[161.37923948988106, 664.7305933218913, 228.2121472593373, 185.51424305617738, 142.80528486417091, 0.13181595390000003, 249.13689789218398, 233.57056046087234, 279.1025411526667, 114.3584503165313, 170.74981648391807, 255.88818367383757, 334.01317784898134, 309.57476053081865, 127.39196590650226, 289.97936512324105, 65.72340258767657, 322.42361386380475, 70.13903067821144, 193.93699432301617, 123.20631904506314]"
0.3,100,"[123.76684648416938, 813.9228570963171, 115.96339763107574, 60.71280438845582, 0.1, 167.45193785627845, 681.6576987437039, 18.292781249000004, 404.3772584139998, 114.0112040652889, 648.9339012480707, 129.7806654606305, 156.58401737024525, 0.1, 700.0063778371173, 154.0228145805321, 40.098099999999995, 45.03721963000388, 0.1, 679.5857394230997, 114.20284738716683]"
0.4,0,"[53.721581629451144, 0.1, 0.1, 106.99541949428436, 61.54903461382375, 86.16883198610591, 23.942051379461002, 132.06836896431605, 136.40928154312707, 136.56391704944167, 0.1, 112.54695346745052, 94.01855954415042, 129.97535475946404, 79.30472810804653, 67.80887204623316, 660.9945434572285, 167.1748920365603, 63.058363166940794, 43.76966148581891, 251.0622960547547]"
0.4,100,"[135.2588082094822, 660.2345985934488, 176.64249853258235, 134.71738501824115, 86.65664399592714, 0.1, 610.3570355146513, 107.11065948537697, 553.0167644252641, 190.9062606610708, 506.40916584034755, 0.1, 80.04448009251105, 0.1, 699.15997567945, 161.21803168988714, 709.2696369960476, 108.27967427756059, 0.1, 597.8263079777398, 61.548566548559194]"
0.5,0,"[357.8125724633717, 53.35011741071626, 264.0572116999075, 190.06914804790566, 122.2848657572971, 317.04813137390676, 268.6487000686348, 231.45345359030483, 87.79810494718818, 224.23197973323101, 217.73251908878575, 162.82475720348555, 335.610638642088, 131.69337908486693, 603.7886021551813, 302.16629825375475, 186.73397029431254, 330.18852723691805, 285.3396766598019, 62.059501204671, 134.85500902262768]"
