true_count,bet,Q-Value
-1.8,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 92.6113407834651, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.7,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 46.11526343531871, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.6,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 160.42381367138267, 0.1, 0.1, 0.1, 0.1]"
-1.6,100,"[0.1, 10.025986089696648, 0.1, 0.1, 248.62525715369952, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 64.77236311967239, 0.1, 0.1, 0.1, 0.1, 170.21272036646533, 0.1, 0.1, 0.1, 0.1]"
-1.4,0,"[0.1, 0.1, 0.1, 0.1, 632.980067821869, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.4,100,"[0.1, 521.5878619548125, 0.1, 0.1, 439.90148580388177, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 64.976178956627, 0.1, 0.1, 0.1, 0.1]"
-1.3,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.3,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 102.43618984053757, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.2,0,"[-9.901, 786.662341651531, 0.1, 0.1, 75.53668781869796, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -1.9541440929788445, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.2,100,"[20.099000000000004, 770.1836509096149, 0.1, 33.59148691733706, 563.3878949681327, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 169.00839448979053, 0.1, 0.1, 0.1]"
-1.1,0,"[-7.20109, 888.0185245871451, 0.1, 57.871962254752546, 0.1, 0.1, 63.20682297741898, 120.45366825487324, 73.45832583748846, 0.1, 0.1, 78.96780397741898, 0.1, 0.1, 0.1, 63.616300543283664, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.1,100,"[0.1, 846.0393647970028, 0.1, 33.59148691733706, 598.0318223133785, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 93.87594813190205, 0.1, 0.1, 0.1, 0.1, 95.99999943474587, 850.4322030155129, 0.1, 0.1, 0.1]"
-1.0,0,"[-1.9625361234380918, 0.099, -18.10109, -7.292071, 837.2286266969617, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 98.6281622922269, 0.1, 0.1, 0.1, -7.20109, 0.1, 0.1]"
-1.0,100,"[0.1, 123.78900303623631, 0.1, 20.099000000000004, 638.660730100458, 0.1, 0.1, 0.1, 293.2615560586438, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 72.7479007710718, 830.7324521191229, 0.1, 0.1, 0.1]"
-0.9,0,"[0.1, 78.71773654044814, 0.1, 26.77782568765597, 0.1, 0.1, 23.698910000000005, 0.1, 148.6495722840348, 0.1, 0.1, 0.1, 0.1, 0.1, 151.94386274462673, 80.57343383132005, 53.23961350729632, 911.1537472628715, 0.1, 158.73144388439977, 0.099]"
-0.9,100,"[-8.377167693170177, 921.9779165132735, 0.1, 64.17706044498745, 942.692702316637, 99.0290386338261, 0.1, 0.1, 714.6759837057533, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 207.1588494527096, 429.89618410996536, 1005.3714870146672, 25.441013853085252, 0.1, 30.098999999999997]"
-0.8,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 789.3847258273545, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.8,100,"[0.1, 96.62769683590881, 0.1, 0.1, 678.5172347941087, 0.1, 0.1, 0.1, 152.5263953942343, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 104.91565230971122, 72.23177569519264, 0.1, 0.1, 0.1, 0.1]"
-0.7,0,"[-3.259215823848829, 198.92845452512375, -1.9541440929788445, -9.48302168298411, 949.9785566278026, 61.02813863382612, -19.901, 18.649001366770957, 132.0426129394307, -7.7233570490000005, 151.25516040619004, 0.1, 104.40053048838054, 0.1, 6.751649462966208, 0.1, 168.19166195096722, 0.1, 68.11164566793911, 48.83027370118554, 0.1]"
-0.7,100,"[-19.901, 886.0466200763003, 0.1, 16.521853150168155, 887.0149593323674, 0.1, 0.1, 85.00980610222756, 562.6384498936249, 465.6145496536243, 219.87581532489403, 86.18431958355515, 0.1, 0.1, 0.1, 770.3148888469675, 836.9401207208881, 920.2835645443537, 89.9020785612444, 0.1, 0.1]"
-0.5,0,"[184.42788630619833, 895.3991391212884, 68.9381702169401, 215.146424207521, 241.66897471366892, 267.96902898441874, -8.311114238684414, 201.4096565326594, 204.16038686557442, 315.8213460667493, 263.7114221141398, 119.93870193476276, 0.1, 252.71459425113102, 86.61279398449372, 77.91035462515048, 70.51004850556835, 110.32213286933674, 171.22879629947087, 109.15575180182873, -19.901]"
-0.5,100,"[0.1, 963.6818559558309, 0.1, 52.884554924204956, 861.5139615407786, 137.91385748168062, 0.1, 17.7044795024624, 318.51616070616024, 991.5037759842776, 712.7355685120165, 535.7752250505256, 0.1, 0.1, 154.78923332844906, 952.1109788386553, 894.8891734898586, 675.6594147978906, 79.9020785612444, -19.901, 0.1]"
-0.4,0,"[-0.10279999999999845, 58.22438767282208, 76.75430833198382, 157.0983445164017, -18.834673778133386, 149.36052469538555, -12.536753000215697, 117.70513701182433, 68.40027850226016, 886.4972864903041, 192.14338261491295, 73.84709608119715, 158.89302476102938, 0.1, 147.81197061848093, 0.1, 71.46906038684084, 0.1, 0.1, 0.1, 0.1]"
