true_count,bet,Q-Value
-2.0,0,"[83.07103970399746, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.8,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 226.16594388851837, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.8,100,"[0.1, 0.1, 107.39905350911431, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 105.54143388853386, 62.36437120564606, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.7,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.6,0,"[-6.742886989468101, -4.643189923732318, 427.82304087697537, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.6,100,"[0.1, 0.1, 207.1273380826732, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 165.10226318266353, 33.256213010531894, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.4,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 699.995707500244, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 16.595183783117935, 0.1]"
-1.4,100,"[136.4258895845975, 35.190144561465544, 148.9249319905139, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 360.028414540199, 0.1, 0.1, -6.742886989468101, 0.1, 262.18711098264373, 0.1, 0.1, 0.1, 0.1, 114.85056046279733, 0.1]"
-1.3,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 82.90976770700924, 0.1, 0.1]"
-1.3,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 69.48774847502531, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.2,0,"[-9.00109, 15.09000852364862, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 23.869012528631384, 0.1, -4.0010900000000005, 0.1, 0.1, 676.5429884358293, 0.1, 0.1, 23.096382945264455, 0.1, 0.1, 0.1]"
-1.2,100,"[626.9498368547828, 0.1, 276.91905277822616, 119.39631989520689, 187.7873976953785, 0.1, 0.1, 0.1, 0.1, 339.2986912259347, 0.1, 0.1, 328.425514483358, 0.1, 609.2742645445875, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.1,0,"[762.4599109468397, 0.1, 105.3635075389537, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 55.05407833456685, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.1,100,"[899.0864321423494, 0.1, 69.3949188088753, 800.1595293145712, 577.8986626139794, 0.1, 0.1, 0.1, 0.1, 82.97675917978174, 0.1, 0.1, 305.12964831861433, 0.1, 718.2999292296428, 0.1, 65.19363953989462, 0.1, 0.1, 0.1, 0.1]"
-1.0,0,"[0.1, 0.1, 0.1, 7.714320176845082, 0.1, 60.386414195009316, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 719.4076920772376, 0.1, 0.1, 0.1, 0.1, 65.18342677363391, 0.1, 0.1, 0.1]"
-1.0,100,"[0.1, 102.33002408870071, 0.1, 622.4669902562813, 198.33232202246805, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 616.9155391127968, 0.1, 178.93337771623575, 24.768281897547972, 0.1, 106.0195593866174, 0.1, 0.1, 0.1]"
-0.9,0,"[14.419001342458081, -17.777098099999996, -0.19207099999999855, 832.3040693514301, 0.1, 0.1, 0.1, 105.7924017643041, 0.1, 0.1, 0.1, 0.1, 0.1, 123.32139065026053, 0.1, 56.019559386617395, 0.1, 0.1, 0.099, 0.1, 0.1]"
-0.9,100,"[872.2791834393922, 205.5020087053286, 0.1, 869.6300721356179, 944.5208187977447, 50.386414195009316, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 772.0522318036943, 0.1, 416.72184686585615, 272.5086830195435, 448.4908842759817, 0.1, 0.1, 0.1, 0.1]"
-0.8,0,"[-13.048111840839429, 739.701958677085, 0.1, 0.1, 0.1, 0.1, 97.42716420167382, 0.1, 0.1, 47.460632529853285, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 59.36704720767838, 0.1, 0.1, 0.1, 0.1]"
-0.8,100,"[0.1, 339.42289114181426, 0.1, 0.1, 730.9266304369587, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 80.76288256307946, 0.1, 0.1, 141.66452171148197, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.7,0,"[123.0974112069473, 52.05483410344361, 0.1, 236.2535374178173, 958.9520886227384, 0.1, 60.35551070585097, 157.7964209562447, 0.1, 68.30948034841477, 0.1, 108.20098905746133, 160.09987356079668, 0.1, 77.62072297358485, 198.38120860312364, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.7,100,"[659.5971926269032, 610.0584144636409, 0.1, 881.2748205871256, 915.5019195138415, 0.1, 0.1, 418.3078243524895, 0.1, 37.460632529853285, 0.1, 0.1, 547.4258639544234, 76.93523807661894, 0.1, 624.2951721382628, 876.3498568367752, 389.00906654134326, 20.099000000000004, 0.1, 0.1]"
-0.5,0,"[59.27854170352715, 177.0242505601851, 53.23886301422227, 72.99479786030201, 890.8736318876513, 196.00527248595162, 0.1, 213.26928880806346, 0.1, 0.099, 151.7190426362326, 73.65974579709608, 135.47254747020634, 193.018411916614, 163.06356305255142, 98.73856943570358, 88.79590690613158, 191.91585912987796, 131.7951233466227, 134.30479360376555, -4.901000000000001]"
-0.5,100,"[113.7747366778473, 316.88154844024587, 0.1, 831.6406140556653, 938.1034916860012, 0.1, 128.2507358310422, 1014.2225029915102, 0.1, 0.1, 472.4864090933168, 141.2954789028554, 265.92547886243, -22.67347505939231, 0.1, 892.7655458141561, 951.4811664649151, 712.5181292706478, 0.1, 0.1, 0.1]"
-0.4,0,"[36.39017203320434, 0.1, 0.1, 91.78234940589923, 84.81901093399394, 209.0312738279883, 87.89030745048305, 925.1468844573476, 159.42744219179326, -19.901, 0.1, 0.1, 155.30976415105746, 76.42298183380701, 105.59828999212986, 0.1, 0.1, 65.76976233039225, 57.73976301422228, 0.1, -19.901]"
-0.4,100,"[144.16246093736993, 0.1, 84.81616589990406, 229.62344908599007, 873.2858141461883, 0.1, 131.2513995463407, 995.6757198012624, 0.1, 0.1, 314.6435225143327, 179.17602137053626, 191.0450803869173, 0.1, 0.1, 970.5193873421391, 955.3366188773899, 891.8776332868108, 71.83944617093304, 165.07388522423886, 0.1]"
-0.3,0,"[332.62037014841104, -21.756339828999998, 87.47816497255165, 184.15338391702093, 341.94910908501515, -9.901, -5.07065545098162, 68.12422115742294, 196.59303862828028, 164.37269258815434, 71.37002526923591, 244.09629007444096, 243.9594282386288, 214.15277037521798, 151.7138318755365, 3.0046411710000003, 906.2343474915064, 63.43489203656846, 81.24522032619575, 215.4723029792749, 83.11855156144023]"
