true_count,bet,Q-Value
-1.9,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1]"
-1.9,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 125.43704465260535, 0.1, 0.1]"
-1.8,0,"[7.938861020083363, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.8,100,"[0.1, 169.50744350886873, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 25.781793875480563, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.6,0,"[0.099, 333.7788634603067, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -9.901]"
-1.6,100,"[95.1949615939715, 290.3310722316809, 0.1, 47.87669539623266, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.5,100,"[0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.4,0,"[712.2338254807255, -8.957521512574468, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.4,100,"[39.8017704292615, 179.43408600316542, 0.1, 535.6536493585593, 0.1, 0.1, 0.1, 0.1, 176.1401031197932, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.3,100,"[0.1, 0.1, 0.1, 43.614206512260516, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.2,0,"[-9.901, -18.71784339770169, 42.391977987931774, 737.8896496503147, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -7.763498680249, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.2,100,"[491.1699498547213, 669.8883646381134, 239.31009426276228, 727.7001354477969, 0.1, 205.53850641986568, 0.1, 0.1, 343.75422498316885, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-1.1,0,"[-14.745481677432126, 863.352248161505, 0.1, -1.9018999999999977, 48.766192184371725, 0.1, 0.1, 80.40488635037936, 0.1, -9.901, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 100.73402459170751, 0.1, 0.1]"
-1.1,100,"[0.1, 895.0432469367217, 0.1, 907.9787563585676, 0.1, 231.4162267351492, 0.1, 0.1, 86.17645456698003, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 82.01846753827013]"
-1.0,0,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -9.901, -9.901, 723.777141383583, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 52.01846753827014, 0.1, 0.1]"
-1.0,100,"[0.1, -9.901, 370.0225823720258, 643.6391352350051, 0.1, 362.63634332104215, 0.1, 0.1, 521.9585471802378, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.9,0,"[0.099, 72.75508249731898, -0.4420034713407146, 808.3920865787317, 0.1, 0.1, 25.93846223025654, 0.1, 0.1, 50.389237441062534, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 168.69357456367015, 101.98234401197286, 0.1, 62.403986350379355]"
-0.9,100,"[0.1, 879.5492627839337, 500.4618455252953, 933.8204921315973, 150.8131070864114, 850.766248217314, 0.1, 70.8736070708938, 674.7312136213543, 0.1, 0.1, 0.1, 0.1, 262.36133129996404, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 382.44022615513603]"
-0.8,0,"[-9.901, 0.099, 693.3174735239423, 0.1, 0.1, 0.1, 0.1, 0.1, -9.901, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.8,100,"[0.1, 0.1, 110.6902948633764, 0.1, 0.1, 479.07088854097015, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 38.30784866406924, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 67.11877158205355]"
-0.7,0,"[-4.5010900000000005, 22.830493723182517, 41.52817334674919, 0.1, 76.91015136013573, 834.9968178974431, 228.48346159661676, 147.31180417886105, 65.82840087085594, -19.901, 114.39731462544091, 99.99262724544543, 30.817764880683328, 194.82130122049134, 0.1, 74.31329716771688, 65.02954841220908, 0.1, 0.1, 0.1, 0.1]"
-0.7,100,"[22.236501319751007, 255.69722042906082, 694.7256220197826, 933.516720052399, 191.92477175707103, 924.1642014384327, 436.75776938426014, 142.6381694306483, 498.9399009381642, 0.1, 0.1, 0.1, 181.05169662345213, 626.494929197493, 0.1, 0.1, 0.1, 0.1, 116.16971157149237, 0.1, 830.5067890259895]"
-0.5,0,"[295.66171053063397, 91.52187271423742, 259.35346203108935, -9.901, -4.901000000000001, 871.4463640278432, 71.57272101511526, 33.71189139413954, 174.26759653934917, 62.441359600525786, 48.58801145169293, -4.5010900000000005, 172.7739094888667, 52.49187988519212, 284.65194584426945, 66.35779122493678, 130.37896030535313, -17.769904336099998, 72.25124534628146, 68.36210734300175, 164.89362896236094]"
-0.5,100,"[69.89794230217385, 138.2454121069953, 306.59653491999876, 876.0434230905844, 59.106899118485195, 971.4922519336715, 965.9125290608555, 0.1, 83.12229102499018, 0.1, 141.36088436426527, 0.1, 794.2444501524875, 858.148450622983, 213.109321217325, 0.1, 97.59562344782175, 0.1, 87.36178436426528, 68.61638282055749, 942.6605001932937]"
-0.4,0,"[90.14819630105121, 0.1, 38.74610641310512, 197.00031428222667, 0.1, 0.1, 926.3131720177544, 78.21489671462686, 151.29742139191313, 120.77195010709292, 0.1, 0.1, 0.1, 0.1, 149.03205610819916, 140.39560223974468, 86.14354433338212, 73.51449350224445, 165.67797453279854, 83.67118504348988, 58.614616094135364]"
-0.4,100,"[0.1, 0.1, 0.1, 254.48685064663366, 0.1, 852.0211181822735, 963.6793909812648, 0.1, 290.89313162817626, 96.43169349512505, 270.37021021127737, 0.1, 862.8577863892012, 969.6864929362808, 0.1, 143.3871483865505, 102.24229382016583, 0.1, 202.67301529147807, 75.43704465260534, 892.5861329020481]"
-0.3,0,"[122.48879034822643, 115.55593874026205, 59.2718607631574, 60.91103414173306, 263.22448962044865, 83.01443155883548, 201.8025312082246, 344.8207410458948, 169.79049651634355, 345.3311230833698, 188.87730461190026, 200.38282343666913, 146.11433351325206, 0.1, 226.28771483286636, -19.901, 316.87522974064575, 245.33723761760183, 240.88198911852237, 56.729133287652665, 906.0826784913662]"
-0.3,100,"[92.8219408440814, 0.1, 107.73539522055589, 153.94382457512103, 69.44408706310836, 908.2301055213672, 23.778840710000004, 97.4621494084458, 104.57907494960625, 197.0325874772539, 87.70766047247182, 83.13304385259734, 920.3444571078529, 1046.8546643865038, 42.814225229823705, 72.56563461803694, 202.67601172741124, 107.67027479087906, 0.1, 131.36217816885662, 940.9348122614502]"
