true_count,bet,Q-Value
-1.1,0,"[-2.20109, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.9,0,"[-7.20109, -0.06322370065147176, -18.10109, -8.10109, 35.70417895834852, 0.1, 0.1, 0.1, 0.1, 0.1, -18.10109, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -3.1010899999999992, 0.1, 0.1, 0.1]"
-0.9,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -9.901, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.8,100,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.7,0,"[-8.10109, -2.20109, -8.10109, -18.10109, -4.056005260999999, -9.901, 76.34486810582538, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, -18.10109, 0.1, -8.10109, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.7,100,"[0.1, 0.1, 0.1, 0.1, -8.10109, 5.079310023180216, -18.10109, 20.099000000000004, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.5,0,"[-2.20109, -1.9580981, -15.539291759000001, -12.17973234071, -8.10109, -2.6379523118825112, 0.1, 0.099, -33.453378289999996, 0.1, 0.1, 0.1, 0.1, 0.099, 0.1, 0.1, 0.099, 0.1, 0.1, -8.5869537751, 0.1]"
-0.5,100,"[0.1, 0.1, 0.1, 3.9419019, 0.1, 21.898910000000004, 22.060901900000005, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 20.099000000000004, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.4,0,"[-0.9952630961489985, -7.20109, -9.901, -15.582071, -14.553378290000001, 0.7057260472802156, -7.20109, -6.9580981, 50.096799496070894, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.4,100,"[0.1, 0.1, 0.1, 51.227929, 0.1, 0.1, 0.1, 0.1, 24.700513610000005, 0.1, 0.1, 0.1, 0.1, -7.20109, 0.1, 0.1, -4.901000000000001, 0.1, 0.1, 0.1, 0.1]"
-0.3,0,"[3.898010000000003, 0.1, -0.29948638999999977, 0.1, -4.901000000000001, 0.099, -26.063288289999996, -16.958098099999997, 19.412146224900003, -12.56662988461, 0.1, 0.1, 0.1, 50.09977093711983, 3.773321064831691, 0.1, -12.60199, -9.901, -14.958998099999999, 0.1, 0.1]"
-0.3,100,"[0.1, 0.1, 0.1, -2.20109, 0.1, -8.10109, 22.060901900000005, 0.1, -8.10109, 80.01858364851, 0.1, 0.1, 0.1, 36.20423342, 0.1, 33.0419019, 0.1, 0.1, 0.1, 0.1, 0.1]"
-0.2,0,"[-6.9580981, -7.20109, -7.20109, 1.0152354345378996, -16.958098099999997, -1.859890189999998, 8.28845716483169, 0.1, 0.1, 64.36407473970081, 0.1, 15.3029110473179, 0.1, -1.9580981, -17.201089999999997, 14.595881387532474, 5.629110567200007, 0.1, 17.467000014590003, -30.844917289999998, -12.872881000000001]"
-0.2,100,"[-16.22667893516831, 32.79891, 0.1, 0.1, -9.939528892045837, 0.1, 23.063771171000003, 5.312826003851001, 29.20452341450411, 72.6828011994907, 0.1, 0.1, 0.1, 65.1975585451956, 0.1, -20.414056896149003, 27.4709209, 0.1, 24.269520669074637, -7.20109, 0.1]"
