player_hand,dealer_hand,is_soft_hand,Action,Q-Value
4,1,0,0,-0.1
4,1,0,1,0.016273962258801632
4,1,0,2,-0.1
4,1,0,3,0.0
4,2,0,0,-0.010000000000000009
4,2,0,1,0.046559817432189066
4,2,0,2,0
4,2,0,3,0
4,3,0,0,-0.1
4,3,0,1,0.12868379101126237
4,3,0,2,0
4,3,0,3,0
4,4,0,0,-0.1
4,4,0,1,0.06190112087084666
4,4,0,2,0
4,4,0,3,0
4,5,0,0,-0.1
4,5,0,1,0.059515018317302305
4,5,0,2,0
4,5,0,3,0
4,6,0,0,-0.1
4,6,0,1,0.023826521699846663
4,6,0,2,0
4,6,0,3,0.0
4,7,0,0,-0.1
4,7,0,1,0.0974445621853899
4,7,0,2,-0.1
4,7,0,3,0
4,8,0,0,-0.1
4,8,0,1,0.059923708684910384
4,8,0,2,-0.1
4,8,0,3,0.0
4,9,0,0,-0.1
4,9,0,1,0.04718622476394088
4,9,0,2,-0.06399679609000002
4,9,0,3,0
4,10,0,0,-0.1
4,10,0,1,0.02733405044414819
4,10,0,2,-0.1
4,10,0,3,0
4,17,0,0,0
4,17,0,1,0
4,17,0,2,0
4,17,0,3,0
4,19,0,0,0
4,19,0,1,0
4,19,0,2,0
4,19,0,3,0
4,20,0,0,0
4,20,0,1,0
4,20,0,2,0
4,20,0,3,0
4,21,0,0,0
4,21,0,1,0
4,21,0,2,0
4,21,0,3,0
4,24,0,0,0
4,24,0,1,0
4,24,0,2,0
4,24,0,3,0
4,25,0,0,0
4,25,0,1,0
4,25,0,2,0
4,25,0,3,0
5,1,0,0,-0.1
5,1,0,1,0.02735584007588102
5,1,0,2,-0.1
5,1,0,3,0
5,2,0,0,-0.1
5,2,0,1,0.056036248856132426
5,2,0,2,-0.1
5,2,0,3,0
5,3,0,0,-0.1
5,3,0,1,0.05672394796505327
5,3,0,2,0
5,3,0,3,0
5,4,0,0,-0.19
5,4,0,1,0.04239814143163793
5,4,0,2,-0.1
5,4,0,3,0
5,5,0,0,-0.1
5,5,0,1,0.02743929202364898
5,5,0,2,0
5,5,0,3,0
5,6,0,0,0
5,6,0,1,0.0055742678009660885
5,6,0,2,-0.010000000000000009
5,6,0,3,0.0
5,7,0,0,-0.1
5,7,0,1,0.07897860123105671
5,7,0,2,-0.1
5,7,0,3,0.0
5,8,0,0,-0.1
5,8,0,1,0.07941173630657129
5,8,0,2,0
5,8,0,3,0
5,9,0,0,-0.1
5,9,0,1,0.06350025292487668
5,9,0,2,-0.1
5,9,0,3,0
5,10,0,0,-0.1
5,10,0,1,0.05490638572576179
5,10,0,2,-0.19
5,10,0,3,0.0
5,17,0,0,0
5,17,0,1,0
5,17,0,2,0
5,17,0,3,0
5,18,0,0,0
5,18,0,1,0
5,18,0,2,0
5,18,0,3,0
5,19,0,0,0
5,19,0,1,0
5,19,0,2,0
5,19,0,3,0
5,20,0,0,0
5,20,0,1,0
5,20,0,2,0
5,20,0,3,0
5,21,0,0,0
5,21,0,1,0
5,21,0,2,0
5,21,0,3,0
5,22,0,0,0
5,22,0,1,0
5,22,0,2,0
5,22,0,3,0
5,25,0,0,0
5,25,0,1,0
5,25,0,2,0
5,25,0,3,0
6,1,0,0,-0.1
6,1,0,1,0.017199231306591824
6,1,0,2,-0.1
6,1,0,3,0.0
6,2,0,0,-0.1
6,2,0,1,0.030806474379882872
6,2,0,2,-0.1
6,2,0,3,0.0
6,3,0,0,0
6,3,0,1,0.07514298145795979
6,3,0,2,-0.1
6,3,0,3,0
6,4,0,0,-0.010000000000000009
6,4,0,1,0.04021114584535171
6,4,0,2,-0.03609999999999999
6,4,0,3,0
6,5,0,0,0
6,5,0,1,0.04950881615229327
6,5,0,2,0
6,5,0,3,0
6,6,0,0,-0.010000000000000009
6,6,0,1,0.03389642315545921
6,6,0,2,0
6,6,0,3,0.0
6,7,0,0,-0.1
6,7,0,1,0.11171314424279168
6,7,0,2,-0.010000000000000009
6,7,0,3,0.0
6,8,0,0,-0.1
6,8,0,1,0.05950309927205016
6,8,0,2,-0.010000000000000009
6,8,0,3,0
6,9,0,0,-0.1
6,9,0,1,0.06888779571076387
6,9,0,2,-0.1
6,9,0,3,0.0
6,10,0,0,-0.1
6,10,0,1,0.017912086770051433
6,10,0,2,-0.271
6,10,0,3,0.0
6,17,0,0,0
6,17,0,1,0
6,17,0,2,0
6,17,0,3,0
6,18,0,0,0
6,18,0,1,0
6,18,0,2,0
6,18,0,3,0
6,19,0,0,0
6,19,0,1,0
6,19,0,2,0
